product_name;product_type;sales_volume;price;sale_time;date;platform;brand;reviews;rating
Enhanced intermediate flexibility;Máy ?nh;4602;109,42;Tháng 11;08/04/2023;Shopee;Burt's Bees;92;4,3
Distributed zero-defect time-frame;S?n ph?m ch?m sóc s?c kh?e;2264;170,34;Tháng 6;20/01/2023;Shopee;Huggies;531;3,2
Open-architected systematic forecast;?? g?;3300;81,01;Tháng 7;11/01/2024;Lazada;Nivea Men;731;3,7
Innovative demand-driven leverage;Bút k? m?t;4956;128,03;Tháng 8;16/06/2024;Shopee;Nike;930;1,9
Public-key needs-based software;M? ph?m Nh?t B?n;2020;464,55;Tháng 9;01/01/2022;Shopee;Garnier SkinActive;865;3,4
Virtual reciprocal budgetary management;S?n ph?m b?o v? môi tr??ng;2736;19,42;Tháng 12;05/01/2023;Lazada;Olay Regenerist;322;3,7
Down-sized background initiative;Máy tính xách tay;3846;200,16;Tháng 3;07/08/2024;Shopee;The Body Shop Tea Tree;985;1,2
Distributed foreground budgetary management;Gia d?ng;4577;377,58;Tháng 2;17/12/2023;Shopee;Axe;72;4,5
Optional disintermediate parallelism;S?n ph?m d??ng móng;172;40,43;Tháng 7;19/01/2022;Shopee;Dove;465;2,8
Optional 4thgeneration conglomeration;Gel lô h?i;3273;299,38;Tháng 4;29/11/2021;Lazada;Kiehl's;974;2,7
De-engineered reciprocal projection;Máy ?nh;3378;266,37;Tháng 7;03/12/2021;Lazada;Dove Body Wash;649;3,4
Ergonomic next generation solution;?? b?i;4970;241,09;Tháng 3;16/10/2023;Lazada;L'Oreal Paris;555;3,8
Enterprise-wide motivating hardware;S?n ph?m làm tr?ng;3309;318,25;Tháng 12;04/01/2023;Shopee;Physiogel;539;1,1
User-friendly zero administration architecture;S?a t?m;4637;354,76;Tháng 5;22/03/2024;Shopee;Zalora;524;1,1
De-engineered 4thgeneration strategy;S?n ph?m làm ??p;2105;104,27;Tháng 1;07/01/2023;Lazada;Apple;352;4,5
Re-contextualized discrete flexibility;D?u t?y trang;1318;434,38;Tháng 11;09/05/2024;Lazada;Benton;247;4,8
Universal next generation moderator;S?n ph?m ch?ng lão hóa;2373;239,05;Tháng 4;11/02/2023;Shopee;Revlon;816;1,4
Devolved systemic approach;S?n ph?m làm s?ch c? th?;2102;485,79;Tháng 9;15/02/2023;Shopee;Anastasia Beverly Hills;274;3
Public-key mission-critical contingency;Gel t?m;2789;25,94;Tháng 2;07/02/2023;Lazada;Olay;83;4
Visionary background migration;Serum vitamin C;1231;29,06;Tháng 9;10/11/2022;Shopee;The Body Shop;15;3,2
Triple-buffered zero administration policy;Thi?t b? ?i?n t?;2768;475,58;Tháng 1;07/07/2022;Lazada;Tarte Cosmetics;66;3,6
Public-key tangible collaboration;V?n phòng ph?m;1513;232,3;Tháng 2;31/01/2022;Lazada;Chanel;766;4,8
Advanced high-level portal;?? g?;3785;81,75;Tháng 2;19/01/2023;Lazada;Tarte Cosmetics;73;3,8
Down-sized mission-critical intranet;S?n ph?m ch?ng gàu;4357;206,99;Tháng 7;05/09/2024;Lazada;Neutrogena;146;2,8
Upgradable dedicated knowledge user;V?n phòng ph?m;2949;215,33;Tháng 1;14/01/2024;Shopee;Glade;47;2,5
Integrated logistical info-mediaries;S?n ph?m làm s?ch sâu;2048;336,39;Tháng 3;04/01/2023;Lazada;Muji;617;2
Realigned zero administration standardization;Kem m?t;3939;181,13;Tháng 4;01/04/2023;Shopee;Dell;939;3,9
Virtual methodical paradigm;Serum vitamin C;3618;188,64;Tháng 8;06/01/2022;Shopee;Axe;381;1,9
Seamless encompassing task-force;M? ph?m Hàn Qu?c;124;172,43;Tháng 10;11/07/2024;Lazada;NARS;859;1,6
Reduced even-keeled data-warehouse;Sách;1857;428,87;Tháng 4;23/10/2023;Lazada;Too Faced;364;2,9
Cross-group user-facing archive;N??c hoa n?;3578;190,27;Tháng 2;29/05/2023;Shopee;Samsung;102;4
User-centric multimedia approach;?? trang trí;4608;241,62;Tháng 4;30/10/2022;Lazada;Uniqlo;661;2,6
Compatible background model;N??c cân b?ng;2084;101,06;Tháng 10;28/02/2022;Shopee;NARS;587;2,3
Profit-focused user-facing orchestration;N??c cân b?ng;568;104,2;Tháng 7;05/11/2022;Lazada;CeraVe;67;2,9
Managed 24/7 productivity;S?n ph?m làm s?ch;2977;228,81;Tháng 7;02/03/2022;Lazada;Pampers;100;3,9
Right-sized modular matrices;N?i th?t;265;170,47;Tháng 9;18/03/2022;Lazada;Burt's Bees;595;4,2
Adaptive discrete archive;S?n ph?m làm m?m da;172;356,01;Tháng 3;21/01/2023;Lazada;Almay;695;3,8
Optional directional initiative;B?ng ph?n m?t;3098;33,24;Tháng 6;30/09/2022;Lazada;Coty;958;3,1
Operative human-resource Graphical User Interface;S?n ph?m ch?m sóc s?c kh?e;3805;497,69;Tháng 7;24/05/2022;Lazada;Eucerin;498;2,9
Managed 24/7 time-frame;S?n ph?m làm tr?ng;3756;318,9;Tháng 6;19/03/2024;Shopee;Clinique for Men;883;2,7
Enhanced static knowledgebase;S?n ph?m công ngh?;2917;88,42;Tháng 6;27/01/2023;Shopee;Yves Saint Laurent;586;1,9
Grass-roots bottom-line framework;N??c cân b?ng;4107;229,3;Tháng 12;22/08/2024;Lazada;Etude House;532;1
Focused didactic functionalities;Máy l?c không khí;3090;15,13;Tháng 12;22/06/2024;Lazada;Olay;506;3,7
Operative uniform knowledgebase;?? b?i;3941;58,51;Tháng 7;15/06/2023;Shopee;Dove Body Wash;34;3,5
Exclusive hybrid archive;?? dùng tr? em;2843;226,96;Tháng 9;25/10/2023;Lazada;Nestle;977;2,2
Operative clear-thinking forecast;B?t ?n d?m;1134;166,95;Tháng 6;13/06/2022;Lazada;Paula's Choice;880;2,9
Profit-focused responsive circuit;?? b?i;3190;485,56;Tháng 1;20/12/2023;Lazada;Tarte Cosmetics;238;2,8
Distributed incremental pricing structure;?? ch?i;4681;203,08;Tháng 6;30/10/2024;Shopee;Apple;493;3,3
Versatile disintermediate infrastructure;D?u x?;2823;351,38;Tháng 11;13/06/2023;Shopee;Bioré;803;4
Customizable maximized circuit;Sách;1249;282,91;Tháng 11;22/01/2024;Shopee;Pond's;135;3
Total responsive website;N??c hoa nam;757;420,22;Tháng 10;10/04/2022;Shopee;Huda Beauty;888;2,4
Virtual modular monitoring;N?i th?t;3896;290,4;Tháng 7;31/07/2022;Shopee;Jojoba Oil;577;3,8
Re-engineered 6thgeneration architecture;Serum vitamin C;2146;253,73;Tháng 2;21/01/2023;Lazada;Muji;277;1,1
Inverse actuating project;Máy l?c không khí;3108;492,19;Tháng 4;30/05/2024;Lazada;H&M;535;4,4
Customer-focused full-range product;?? handmade;402;84,23;Tháng 1;09/10/2024;Shopee;Clarins;981;4,4
Universal coherent middleware;B?ng ph?n m?t;2898;248,59;Tháng 2;25/05/2024;Lazada;Freeman;832;4
Cross-platform user-facing emulation;Máy s?y tóc;4583;467,66;Tháng 3;17/05/2022;Lazada;LANEIGE;385;2,9
Diverse 4thgeneration open system;N?i th?t;2828;298,25;Tháng 8;12/12/2023;Lazada;Aveda;852;1,7
Object-based attitude-oriented complexity;N??c cân b?ng;3783;159,86;Tháng 12;14/12/2021;Lazada;Glade;616;3,5
Progressive zero-defect leverage;?? ?n nhanh;1819;459,8;Tháng 9;20/12/2021;Shopee;Too Faced;726;4,9
Mandatory full-range synergy;M?t n? thiên nhiên;1130;343,91;Tháng 6;28/04/2022;Shopee;Neutrogena;752;4,9
Inverse upward-trending Local Area Network;Thi?t b? th? thao;1194;34,72;Tháng 2;21/12/2022;Shopee;Vichy;211;2,1
Customizable logistical model;S?n ph?m b?o v? môi tr??ng;4849;153,89;Tháng 6;05/10/2023;Shopee;Nivea Men;761;1,7
Devolved dynamic contingency;S?n ph?m d??ng ?m;648;49,31;Tháng 4;30/04/2023;Shopee;Yves Saint Laurent;833;4,4
Public-key optimal encryption;Máy ?nh;1438;164,23;Tháng 4;25/03/2024;Lazada;Nestle;555;1,5
Quality-focused systemic protocol;S?n ph?m ch?ng gàu;2241;214,32;Tháng 9;30/10/2023;Shopee;Clinique;294;1,7
Diverse tangible open system;Thi?t b? v?n phòng;4309;149,68;Tháng 6;23/07/2022;Shopee;Bioré;607;1,5
Innovative multi-tasking alliance;Bánh ng?t;1227;314,33;Tháng 3;18/04/2022;Shopee;Althea;122;2,1
Enhanced client-server moratorium;Bút k? mày;3588;466,8;Tháng 10;16/09/2023;Shopee;L'Occitane;337;1,2
Multi-lateral 6thgeneration approach;Th?c ph?m ch?c n?ng;3250;102,56;Tháng 3;29/04/2024;Lazada;Kose;273;2,1
Customer-focused zero administration matrix;Máy l?c không khí;3171;288,99;Tháng 7;02/09/2023;Lazada;Adidas;836;2,7
Upgradable directional standardization;?i?n tho?i thông minh;2108;472,4;Tháng 1;15/01/2024;Lazada;LANEIGE;533;4
Total actuating productivity;S?n ph?m tr? m?n;3640;298,99;Tháng 7;25/12/2022;Lazada;SNAILWHITE;30;1,6
Adaptive full-range alliance;D?u g?i;69;445,81;Tháng 11;08/03/2022;Lazada;Dove Body Wash;741;4,1
Self-enabling bandwidth-monitored Graphical User Interface;Bánh ng?t;1372;78,94;Tháng 8;09/11/2021;Shopee;L'Oreal Elvive;308;3
User-centric composite definition;N??c hoa;1360;474,25;Tháng 7;16/10/2024;Lazada;SK-II;17;4,3
Advanced global collaboration;S?n ph?m làm s?ch sâu;3730;165,23;Tháng 6;26/02/2024;Shopee;Burt's Bees;445;1,3
Face-to-face solution-oriented artificial intelligence;Th?i trang;2625;340,1;Tháng 9;13/11/2021;Shopee;Colgate;790;1,1
Profit-focused bottom-line success;Thi?t b? v?n phòng;1701;87,69;Tháng 6;02/10/2024;Shopee;Freeman;841;2,5
Fully-configurable intermediate system engine;S?n ph?m làm ??p;1496;213,87;Tháng 7;10/10/2023;Lazada;Dove Purely Pampering;260;1,3
Multi-tiered object-oriented system engine;Thi?t b? gia ?ình;1648;348,46;Tháng 11;31/07/2022;Lazada;Anastasia Beverly Hills;685;1,2
Horizontal real-time definition;S?n ph?m du l?ch;2793;461,8;Tháng 7;14/05/2024;Lazada;Garnier SkinActive;723;2,9
Managed contextually-based conglomeration;S?n ph?m d??ng móng;3171;467,6;Tháng 11;29/05/2024;Lazada;Coty;894;1,7
Quality-focused next generation Internet solution;M?t n? thiên nhiên;4167;207,74;Tháng 6;17/01/2022;Shopee;L'Oreal Paris;648;1,1
Object-based regional leverage;Gia d?ng;3689;352,5;Tháng 11;29/08/2024;Shopee;Dr. Jart+;182;4,1
Optional encompassing initiative;S?n ph?m làm s?n ch?c;1773;116,43;Tháng 9;13/10/2022;Lazada;Olay;247;4
Focused human-resource concept;Serum retinol;2960;223,47;Tháng 6;14/05/2023;Shopee;Avène;866;4,8
Proactive exuding solution;S?n ph?m d??ng tóc;2796;239,43;Tháng 9;06/02/2023;Lazada;Paula's Choice;502;2,5
Operative solution-oriented knowledge user;Ph?n ph?;1098;155,81;Tháng 11;19/10/2023;Lazada;O.P.I.;209;4,5
Front-line real-time matrix;?? dùng tr? em;439;416,36;Tháng 4;03/09/2023;Shopee;Clinique for Men;359;4,2
Diverse hybrid collaboration;?? g?;2735;234,57;Tháng 7;28/02/2024;Shopee;Revlon;92;2
Operative systematic neural-net;Thi?t b? âm thanh;2516;123,72;Tháng 8;08/08/2022;Shopee;LG;685;2,2
Switchable multimedia help-desk;S?n ph?m làm s?ch;2106;455,93;Tháng 7;04/09/2022;Lazada;Clarins;910;4,3
Progressive clear-thinking secured line;?? dùng h?c t?p;4122;24,47;Tháng 1;02/10/2023;Lazada;Freeman;290;5
Expanded national instruction set;Thi?t b? âm thanh;4997;430,82;Tháng 7;12/05/2023;Shopee;Muji;996;2,6
Expanded optimal knowledgebase;B?ng ph?n m?t;987;125,31;Tháng 7;27/05/2023;Shopee;Biore;225;4,6
Expanded executive firmware;M? ph?m Nh?t B?n;3988;114,68;Tháng 9;04/07/2023;Shopee;Revlon;701;4,4
Digitized cohesive product;?? dùng nhà b?p;4458;402,41;Tháng 6;07/02/2023;Shopee;Tatcha;780;1,7
Synchronized regional help-desk;Thi?t b? gia ?ình;3001;187,6;Tháng 8;25/09/2024;Lazada;Huda Beauty;480;4
User-centric 5thgeneration capability;Bánh k?o;1050;421,27;Tháng 4;29/06/2024;Shopee;CeraVe;626;3,9
Re-engineered fault-tolerant budgetary management;M? ph?m t? nhiên;3459;62,43;Tháng 11;12/10/2022;Shopee;Muji;954;2,2
Open-source exuding middleware;Kem d??ng;4480;317,37;Tháng 8;28/12/2021;Shopee;Paula's Choice;503;3,7
Persistent composite contingency;Túi xách;2523;107,55;Tháng 3;02/02/2022;Lazada;Maybelline;555;4,7
Optimized homogeneous array;?? ch?i giáo d?c;2882;269,11;Tháng 2;04/04/2024;Shopee;Urban Decay;531;4,6
Integrated heuristic forecast;B?t ?n d?m;3739;294,26;Tháng 3;22/02/2023;Shopee;Olay;546;4,4
Ameliorated 4thgeneration groupware;Thi?t b? chi?u sáng;24;391,51;Tháng 11;10/10/2023;Lazada;SK-II;726;1,8
Universal secondary application;Sách;1705;310,99;Tháng 11;24/10/2024;Shopee;Make Up For Ever;220;2,8
Synergistic value-added secured line;S?n ph?m h? tr? sinh lý;101;270,32;Tháng 6;08/12/2021;Lazada;Dior;304;4,3
Re-contextualized high-level knowledgebase;Son môi;4362;297,04;Tháng 1;29/04/2024;Shopee;Huda Beauty;635;4,6
Secured composite attitude;S?n ph?m làm s?ch sâu;585;448,85;Tháng 12;18/04/2023;Shopee;Too Faced;618;4,2
Centralized non-volatile project;Gia d?ng;3979;286,4;Tháng 7;06/01/2024;Lazada;Samsung;208;2,5
Face-to-face attitude-oriented throughput;Son môi;4788;377,61;Tháng 12;11/09/2023;Lazada;Bioré;247;1,2
Innovative secondary matrix;Thi?t b? chi?u sáng;33;491,92;Tháng 5;27/10/2022;Shopee;Make Up For Ever;894;3,8
Polarized mobile toolset;M? ph?m trang ?i?m;4950;93,16;Tháng 4;29/09/2022;Shopee;L'Oréal;100;3,7
Versatile homogeneous analyzer;Túi xách;196;69,57;Tháng 6;22/05/2022;Shopee;The Ordinary;981;1,7
Public-key dynamic project;?? ?n nhanh;3817;18,18;Tháng 11;04/07/2024;Lazada;Neutrogena;458;1
Business-focused 6thgeneration core;?i?n t?;602;174,15;Tháng 1;05/11/2021;Lazada;Make Up For Ever;359;1,7
Optional scalable intranet;Máy làm ??p;845;103,04;Tháng 1;02/08/2022;Shopee;Make Up For Ever;879;1,9
Seamless optimal product;M? ph?m châu Âu;1491;145,63;Tháng 1;01/11/2022;Shopee;Nivea;81;4,4
User-friendly object-oriented open system;S?n ph?m làm tr?ng;3965;45,58;Tháng 6;30/06/2022;Shopee;Burt's Bees;51;1,5
Expanded directional protocol;S?n ph?m làm s?ch sâu;1015;434,55;Tháng 2;08/02/2022;Shopee;Fa;412;4,7
Front-line well-modulated task-force;Th?i trang;917;219,42;Tháng 3;16/12/2023;Shopee;Freeman;734;4,2
Sharable grid-enabled circuit;?i?n tho?i thông minh;2811;496,14;Tháng 2;09/01/2023;Lazada;Biore;782;4,7
Persevering well-modulated contingency;S?n ph?m làm ??p;1035;110,06;Tháng 12;15/08/2024;Shopee;Head & Shoulders;137;1
Fully-configurable multi-state model;N??c t?y trang;1440;386,74;Tháng 10;22/05/2023;Lazada;Make Up For Ever;684;4,3
Universal systematic frame;S?n ph?m ch?ng gàu;3839;25,25;Tháng 10;08/12/2021;Lazada;Olay Regenerist;658;4,2
Grass-roots impactful database;?? ch?i giáo d?c;3136;242,32;Tháng 10;04/04/2024;Lazada;Dr. Jart+;317;3,1
Seamless regional help-desk;?? ch?i giáo d?c;655;216,37;Tháng 12;26/12/2021;Lazada;L'Oreal Elvive;516;1,5
Configurable context-sensitive info-mediaries;Son môi;2399;102,71;Tháng 3;09/11/2023;Lazada;Samsung;1;1
Realigned solution-oriented installation;B? s?n ph?m ch?m sóc da;4724;272,22;Tháng 12;23/08/2024;Shopee;CeraVe;374;1,4
Robust composite groupware;S?n ph?m tr? m?n;2173;199,73;Tháng 12;24/01/2022;Lazada;SK-II;856;3,7
Digitized leadingedge help-desk;V?n phòng ph?m;2928;389,74;Tháng 7;23/11/2022;Lazada;Eucerin;72;3,7
Polarized exuding capability;?i?n tho?i thông minh;671;83,66;Tháng 5;06/10/2023;Lazada;Kraft;354;4,7
Seamless 24/7 access;S?n ph?m làm tr?ng;420;259,55;Tháng 10;08/06/2024;Shopee;Olay Regenerist;443;2,1
Intuitive demand-driven implementation;N??c cân b?ng;2164;179,26;Tháng 5;29/04/2023;Lazada;Shiseido;514;1,2
Customizable radical functionalities;Th?i trang;3289;290,08;Tháng 8;08/03/2023;Lazada;Freeman;873;5
Future-proofed bi-directional leverage;S?n ph?m t?p th? d?c;3773;237,82;Tháng 12;06/07/2024;Lazada;Bobbi Brown;648;2,9
Quality-focused mission-critical artificial intelligence;S?a t?m;3984;431,91;Tháng 3;29/01/2022;Shopee;Kraft;523;3,6
Public-key actuating methodology;S?n ph?m ch?ng gàu;4344;334,73;Tháng 10;30/05/2024;Shopee;Olay;952;1,6
Grass-roots reciprocal concept;?? dùng h?c t?p;42;209,58;Tháng 1;03/06/2022;Lazada;Physiogel;374;1,5
User-centric asynchronous moderator;V?n phòng ph?m;2603;422,54;Tháng 7;04/03/2023;Lazada;Eucerin;433;2,6
Extended content-based array;?? dùng tr? em;3542;237,51;Tháng 4;27/01/2023;Shopee;Axe;853;3
Assimilated clear-thinking Internet solution;S?n ph?m làm m?m da;1426;175,65;Tháng 3;03/06/2023;Lazada;Freeman;122;3,9
Re-engineered secondary parallelism;S?n ph?m d??ng móng;1914;267,38;Tháng 3;24/06/2024;Lazada;Nestle;811;4,9
Programmable disintermediate process improvement;B?t ?n d?m;578;258,55;Tháng 5;25/12/2021;Lazada;Neutrogena;6;2,1
Persevering next generation emulation;N??c hoa n?;4468;225,3;Tháng 3;18/01/2022;Lazada;Laneige;349;3,9
Phased grid-enabled matrix;S?n ph?m d??ng móng;626;419,2;Tháng 10;04/09/2022;Shopee;H&M;436;1,8
Polarized heuristic monitoring;Túi xách;3362;257,78;Tháng 5;07/02/2024;Lazada;Anastasia Beverly Hills;355;2,5
Customizable client-driven portal;S?n ph?m b?o v? môi tr??ng;711;432,9;Tháng 9;01/12/2021;Shopee;Freeman;864;4,3
Focused composite framework;S?n ph?m t?p th? d?c;603;52,26;Tháng 6;14/11/2021;Shopee;Lancôme;118;2,5
Sharable secondary core;?? dùng nhà b?p;2474;433,02;Tháng 8;04/06/2023;Lazada;The Ordinary;252;1,1
Organic client-server projection;Giày dép;3527;59,89;Tháng 10;11/11/2021;Lazada;Nivea;482;3,7
De-engineered well-modulated application;Bánh k?o;457;297,64;Tháng 2;05/09/2022;Shopee;Fa;213;4,6
Networked dedicated monitoring;S?n ph?m du l?ch;1919;103,1;Tháng 10;03/12/2023;Shopee;Wella;850;2,6
Object-based asynchronous open architecture;?? dùng h?c t?p;2538;61,42;Tháng 1;04/08/2022;Lazada;Huda Beauty;160;1,5
Function-based leadingedge array;Máy s?y tóc;4616;303,17;Tháng 1;25/02/2023;Lazada;Chanel;868;2,8
Configurable zero tolerance complexity;Ph? ki?n th?i trang;4918;205,36;Tháng 12;18/12/2022;Lazada;Apple;860;2
Assimilated regional access;Máy tính xách tay;1811;271,32;Tháng 3;08/04/2024;Lazada;Innisfree;277;3,7
Multi-channeled user-facing instruction set;Gel t?m;3994;289,95;Tháng 7;02/11/2022;Shopee;Biore;782;2,5
Centralized user-facing success;?? b?i;1533;147,42;Tháng 9;04/08/2023;Lazada;Bobbi Brown;995;4,6
Operative optimizing migration;?? u?ng;41;105,64;Tháng 1;18/09/2022;Shopee;Dr. Jart+;654;2,6
Monitored zero administration ability;N??c hoa nam;126;452,01;Tháng 2;06/05/2022;Lazada;LANEIGE;824;1,2
Ameliorated tertiary adapter;S?n ph?m làm s?ch;426;46,53;Tháng 3;05/01/2022;Lazada;Coca-Cola;744;3,7
Compatible actuating installation;Bút k? mày;3159;488,85;Tháng 9;24/01/2024;Shopee;Nestle;560;2,4
Monitored demand-driven circuit;S?n ph?m ch?m sóc da m?t;3587;457,47;Tháng 7;10/03/2023;Shopee;Shiseido;189;3,6
Digitized transitional archive;?? ch?i;443;304,46;Tháng 11;27/06/2022;Lazada;Althea;597;1,7
Exclusive encompassing system engine;Ph? ki?n ?i?n tho?i;551;279,83;Tháng 3;06/11/2023;Lazada;Tatcha;944;3,7
Reactive well-modulated forecast;Máy làm ??p;2931;473,89;Tháng 5;12/07/2023;Shopee;Fanta;842;2,4
Multi-tiered multi-tasking moratorium;Bút k? m?t;4000;135,8;Tháng 10;20/05/2024;Lazada;H&M;985;2,5
Centralized bifurcated challenge;D?u x?;547;42,68;Tháng 9;26/05/2023;Lazada;Cosrx;699;1,6
Business-focused systemic encryption;N?i th?t;1400;333,79;Tháng 7;31/05/2023;Shopee;L'Oreal Paris;177;1,6
Persevering systemic access;?? dùng nhà b?p;4893;209,31;Tháng 11;15/02/2024;Lazada;Huggies;651;4,7
Digitized holistic moratorium;N?i th?t;2030;450,54;Tháng 4;09/10/2024;Shopee;Dior;837;5
Multi-tiered 5thgeneration system engine;?? dùng h?c t?p;4679;415,56;Tháng 6;07/01/2023;Lazada;O.P.I.;677;2,7
Polarized client-server time-frame;S?n ph?m ch?ng lão hóa;2285;222,49;Tháng 11;24/04/2023;Shopee;The Body Shop;958;2,2
Reverse-engineered global hierarchy;N??c hoa n?;2740;100,13;Tháng 10;27/03/2023;Shopee;Nike;651;2,9
Focused next generation help-desk;?? handmade;3645;165;Tháng 9;11/05/2022;Lazada;Glade;234;4,3
Optional dynamic hardware;B? s?n ph?m ch?m sóc da;3015;172,09;Tháng 8;11/01/2023;Lazada;Samsung;20;4,5
Operative neutral solution;Son bóng;573;418,05;Tháng 9;28/07/2022;Shopee;H&M;354;2
Total hybrid application;Gel lô h?i;2249;212,98;Tháng 7;24/05/2023;Shopee;Eucerin;472;1,9
Versatile dynamic core;S?n ph?m d??ng ?m;1216;97,1;Tháng 1;16/09/2022;Lazada;Almay;350;1,2
Innovative holistic approach;Ph? ki?n th?i trang;1326;266,86;Tháng 6;26/09/2024;Lazada;Yves Saint Laurent;263;3,6
Advanced 3rdgeneration collaboration;V?n phòng ph?m;3264;489;Tháng 6;04/04/2023;Shopee;Revlon;344;1,8
Total zero-defect info-mediaries;Túi xách;3958;455,8;Tháng 9;22/12/2022;Lazada;Dr. Jart+;239;3,6
Robust system-worthy open system;S?n ph?m làm ??p;2044;29,08;Tháng 7;28/01/2024;Shopee;Jojoba Oil;150;3,7
Distributed uniform matrices;?? handmade;716;406,9;Tháng 7;27/12/2022;Lazada;Pond's;92;4,3
Open-architected upward-trending hardware;Thi?t b? th? thao;378;299,58;Tháng 5;04/10/2024;Shopee;Axe;295;3,2
Synchronized intangible adapter;B?ng ph?n m?t;2323;479,66;Tháng 5;06/07/2022;Lazada;Revlon Colorstay;202;4,7
Assimilated client-driven circuit;?? b?i;4094;228,1;Tháng 11;04/05/2024;Lazada;L'Oréal;439;2,6
Quality-focused value-added orchestration;Thi?t b? th? thao;474;99,54;Tháng 3;05/12/2023;Shopee;Althea;336;1,3
Exclusive context-sensitive secured line;S?n ph?m làm ??p;2923;450,5;Tháng 11;26/08/2022;Lazada;LANEIGE;778;4,4
Integrated stable approach;Thi?t b? th? thao;1066;72,7;Tháng 6;22/07/2022;Lazada;LANEIGE;712;4,5
Horizontal systemic support;M?t n? d??ng da;2378;346,37;Tháng 11;16/09/2023;Lazada;LG;540;3,8
Grass-roots reciprocal extranet;M? ph?m t? nhiên;1991;224,76;Tháng 7;02/07/2023;Shopee;The Body Shop;58;3,4
Advanced discrete Graphical User Interface;?i?n t?;1909;237,18;Tháng 2;24/09/2023;Lazada;Head & Shoulders;541;3,8
Synchronized client-driven workforce;N??c hoa nam;2381;39,25;Tháng 2;26/09/2022;Shopee;Urban Decay;298;3,3
Ergonomic upward-trending archive;?? ch?i giáo d?c;2623;20,22;Tháng 8;06/03/2022;Lazada;Drunk Elephant;329;2,4
Team-oriented content-based algorithm;M? ph?m t? nhiên;2196;414,58;Tháng 3;10/07/2024;Lazada;Althea;922;4,9
Re-contextualized context-sensitive flexibility;S?n ph?m d??ng móng;1442;67,7;Tháng 8;08/09/2023;Lazada;H&M;778;4,9
Assimilated client-driven budgetary management;S?n ph?m b?o v? môi tr??ng;4096;55,69;Tháng 2;06/08/2023;Lazada;Dove;645;4,7
Optional mission-critical hierarchy;Th?c ph?m;3627;359,93;Tháng 5;22/02/2024;Lazada;SK-II;257;5
Innovative reciprocal project;N?i th?t;4715;162,62;Tháng 8;02/12/2022;Lazada;Dior;133;3,9
